title,date,raw_date,place,summary,url,supplements
Переговоры с Премьер-министром Мьянмы Мин Аун Хлайном,2025-03-04,4 марта 2025 года,"Москва, Кремль","В Кремле
прошли переговоры Президента России Владимира Путина с Председателем
Государственного административного совета, Премьер-министром Республики Союз
Мьянма Мин Аун Хлайном, прибывшим в Россию с официальным визитом.",http://kremlin.ru/events/president/news/76403,"[{'title': 'No title', 'date': None, 'content': 'Список документов, подписанных по\xa0итогам российско-мьянманских переговоров  4 марта 2025 года     1.\xa0Совместное заявление\nпо\xa0итогам переговоров Президента Российской Федерации В.В.Путина и\xa0Председателя\nГосударственного административного совета, Премьер-министра Республики Союз\nМьянма Мин Аун Хлайна.2.\xa0Соглашение между Правительством Российской\nФедерации и\xa0Правительством Республики Союз Мьянма о\xa0взаимном признании образования, квалификации и\xa0ученых степеней.3.\xa0Соглашение между\nПравительством Российской Федерации и\xa0Правительством Республики Союз Мьянма о\xa0сотрудничестве и\xa0взаимной помощи в\xa0таможенных делах.4.\xa0Протокол между\nФедеральной таможенной службой (Российская Федерация) и\xa0Таможенным\nдепартаментом Министерства планирования и\xa0финансов Республики Союз Мьянма о\xa0сотрудничестве в\xa0сфере борьбы с\xa0таможенными правонарушениями.5.\xa0Меморандум\nо\xa0взаимопонимании между Министерством здравоохранения Российской Федерации и\xa0Министерством здравоохранения Республики Союз Мьянма.6.\xa0Меморандум между\nМинистерством спорта Российской Федерации и\xa0Министерством спорта и\xa0по\xa0делам\nмолодежи Республики Союз Мьянма о\xa0сотрудничестве в\xa0области физической культуры\nи\xa0спорта.7.\xa0Соглашение между\nПравительством Российской Федерации и\xa0Правительством Республики Союз Мьянма об\xa0основных принципах сотрудничества в\xa0области строительства атомной\nэлектростанции малой мощности на\xa0территории Республики Союз Мьянма.8.\xa0Меморандум о\xa0взаимопонимании между Федеральной службой по\xa0экологическому, технологическому и\xa0атомному надзору (Российская Федерация) и\xa0Министерством науки и\xa0технологии\nРеспублики Союз Мьянма о\xa0сотрудничестве в\xa0области регулирования ядерной и\xa0радиационной безопасности при использовании ядерной энергии в\xa0мирных целях.9.\xa0Меморандум о\xa0взаимопонимании между Государственной корпорацией по\xa0космической деятельности\n«Роскосмос» и\xa0Министерством науки и\xa0технологий Республики Союз Мьянма в\xa0области\nисследования и\xa0использования космического пространства в\xa0мирных целях.10.\xa0Совместное заявление Министерства\nэкономического развития Российской Федерации и\xa0Министерства инвестиций и\xa0внешнеэкономических связей Республики Союз Мьянма о\xa0завершении переговоров по\xa0проекту Соглашения между Правительством Российской Федерации и\xa0Правительством\nРеспублики Союз Мьянма о\xa0поощрении и\xa0защите инвестиций.11.\xa0Меморандум\nо\xa0сотрудничестве между Фондом «РК-Инвестиции» и\xa0Департаментом геологических\nисследований и\xa0поиска полезных ископаемых Министерства полезных ископаемых и\xa0охраны окружающей среды Республики Союз Мьянма.   Смотрите также  Заявления по\xa0итогам российско-мьянманских переговоров 4 марта 2025 года   Переговоры с\xa0Премьер-министром Мьянмы Мин Аун Хлайном 4 марта 2025 года', 'url': 'http://kremlin.ru/supplement/6274'}, {'title': 'No title', 'date': None, 'content': 'Участники беседы с\xa0Премьер-министром Республики Союз Мьянма Мин Аун Хлайном  4 марта 2025 года     С\xa0российской\nстороны:ЛАВРОВ\nСергей Викторович\xa0– Министр иностранных дел Российской ФедерацииУШАКОВ Юрий\nВикторович\xa0– помощник Президента Российской ФедерацииАЛИХАНОВ\nАнтон Андреевич\xa0– Министр промышленности и\xa0торговли Российской\nФедерацииРЕШЕТНИКОВ\nМаксим Геннадьевич\xa0– Министр экономического развития Российской Федерации,\nсопредседатель Межправительственной Российско-Мьянманской комиссии\nпо\xa0торгово-экономическому сотрудничествуСИЛУАНОВ\nАнтон Германович\xa0– Министр финансов Российской ФедерацииС\xa0мьянманской\nстороны:Е Вин\nУ\xa0– Секретарь Государственного административного совета, советник\nпо\xa0военным вопросам Председателя Государственного административного совета\nРеспублики Союз МьянмаНью\nСо\xa0– член Государственного административного совета, советник\nпо\xa0военным вопросам Председателя Государственного административного совета\nРеспублики Союз МьянмаМоу\nАун\xa0– советник по\xa0национальной безопасности Председателя Государственного\nадминистративного совета Республики Союз МьянмаТан\nСвей\xa0– заместитель Премьер-министра, Министр иностранных дел Республики\nСоюз МьянмаТит Линн\nОун\xa0– Чрезвычайный и\xa0Полномочный Посол Республики Союз Мьянма\nв\xa0Российской Федерации   Смотрите также  Переговоры с\xa0Премьер-министром Мьянмы Мин Аун Хлайном 4 марта 2025 года', 'url': 'http://kremlin.ru/supplement/6272'}]"
Встреча с главой Татарстана Рустамом Миннихановым,2025-03-03,3 марта 2025 года,"Москва, Кремль","Владимир
Путин принял в Кремле главу Республики Татарстан. Рустам Минниханов
информировал Президента об экономическом развитии региона.",http://kremlin.ru/events/president/news/76389,[]
Владимир Путин поговорил по телефону с Лидией Евтюхиной,2025-03-01,1 марта 2025 года,No location,"В 25-ю годовщину подвига воинов-десантников
героической 6-й парашютно-десантной роты Владимир Путин позвонил по телефону Лидии
Евтюхиной,
потерявшей в 2000 году сына – командира батальона Героя России Марка Евтюхина.",http://kremlin.ru/events/president/news/76372,[]
4 марта Владимир Путин встретится с Премьер-министром Мьянмы Мин Аун Хлайном,,No date,No location,"4 марта Владимир Путин проведёт переговоры с Председателем
Государственного административного совета, Премьер-министром Республики Союз
Мьянма Мин Аун Хлайном, который посетит Россию с официальным визитом.",http://kremlin.ru/events/president/news/76347,[]
Встреча с губернатором Иркутской области Игорем Кобзевым,2025-02-28,28 февраля 2025 года,"Москва, Кремль","Губернатор
доложил Президенту о результатах социально-экономического развития
области, в том числе о восстановлении пострадавшего
от наводнения в 2019 году города Тулуна. Обсуждалась также подготовка
к празднованию 80-летия Победы в Великой Отечественной войне, помощь
участникам СВО и их семьям. Отдельно затронуты вопросы расселения
аварийного жилья и увеличения количества персонала медучреждений.",http://kremlin.ru/events/president/news/76346,[]
"Встреча с членом Политбюро, Секретарём Центрального комитета Трудовой партии Кореи Ли Хи Ёном",2025-02-27,27 февраля 2025 года,"Москва, Кремль",,http://kremlin.ru/events/president/news/76341,[]
Заседание коллегии ФСБ России,2025-02-27,27 февраля 2025 года,Москва,"Владимир Путин выступил на заседании коллегии Федеральной службы
безопасности Российской Федерации.",http://kremlin.ru/events/president/news/76338,[]
Поздравление военнослужащим и ветеранам Сил специальных операций Вооружённых Сил России,2025-02-27,27 февраля 2025 года,No location,,http://kremlin.ru/events/president/news/76335,[]
Российско-бисайские переговоры,2025-02-26,26 февраля 2025 года,"Москва, Кремль","В Кремле прошли переговоры
Владимира Путина с Президентом Республики Гвинея-Бисау Умару Сиссоку
Эмбало, который находится в России с государственным визитом.",http://kremlin.ru/events/president/news/76334,[]
26 февраля состоятся переговоры Владимира Путина с Президентом Республики Гвинея-Бисау Умару Сиссоку Эмбало,,No date,No location,,http://kremlin.ru/events/president/news/76333,[]
Встреча с главой правления компании «Остров мечты» Амираном Муцоевым,2025-02-25,25 февраля 2025 года,"Москва, Кремль","Владимир Путин провёл рабочую встречу с основателем группы компаний «Регионы», председателем правления холдинговой компании «Остров мечты» Амираном Муцоевым.",http://kremlin.ru/events/president/news/76332,[]
Владимир Путин и Эмомали Рахмон сделали заявления для СМИ,2025-03-17,17 марта 2025 года,"Москва, Кремль","По итогам
российско-таджикистанских переговоров Владимир Путин и Эмомали Рахмон выступили
с заявлениями для прессы.",http://kremlin.ru/events/president/news/76469,[]
Церемония по случаю начала строительства в Таджикистане объектов культуры,2025-03-17,17 марта 2025 года,"Москва, Кремль","Владимир Путин и Эмомали Рахмон по видеосвязи приняли участие в торжественной церемонии начала строительства
в Душанбе Международного образовательного центра для одарённых детей и нового
здания Государственного русского драматического театра имени Владимира Маяковского.",http://kremlin.ru/events/president/news/76468,[]
Российско-таджикистанские переговоры,2025-03-17,17 марта 2025 года,"Москва, Кремль","В Кремле прошли переговоры Владимира Путина с Президентом Республики Таджикистан Эмомали
Рахмоном, который находится в России с официальным визитом.",http://kremlin.ru/events/president/news/76465,"[{'title': 'No title', 'date': None, 'content': 'Документы, подписанные и\xa0утверждённые по\xa0итогам переговоров Президента России Владимира Путина и\xa0Президента Таджикистана Эмомали Рахмона  17 марта 2025 года     1. Соглашение между Правительством Российской Федерации и\xa0Правительством Республики Таджикистан о\xa0сотрудничестве при реабилитации\nтерриторий Республики Таджикистан, подвергшихся воздействию уранодобывающих и\xa0горнорудных производств.2. Соглашение между Правительством Российской Федерации и\xa0Правительством Республики Таджикистан о\xa0создании Индустриального парка на\xa0территории Республики Таджикистан.3. Программа стратегического партнерства Министерства\nобороны Российской Федерации и\xa0Министерства обороны Республики Таджикистан на\xa02026–2030\xa0годы.4. Соглашение\nмежду Министерством промышленности и\xa0торговли Российской Федерации и\xa0Министерством промышленности и\xa0новых технологий Республики Таджикистан о\xa0сотрудничестве в\xa0сфере промышленности.5. Меморандум между Министерством финансов\nРоссийской Федерации, Центральным банком Российской Федерации и\xa0Министерством\nфинансов Республики Таджикистан, Национальным банком Таджикистана о\xa0сотрудничестве в\xa0области повышения финансовой грамотности населения.6. Меморандум о\xa0взаимопонимании между Министерством\nцифрового развития, связи и\xa0массовых коммуникаций Российской Федерации и\xa0Агентством инноваций и\xa0цифровых технологий при Президенте Республики\nТаджикистан о\xa0сотрудничестве в\xa0области цифровизации и\xa0информационных\nтехнологий.   Смотрите также  Российско-таджикистанские переговоры 17 марта 2025 года', 'url': 'http://kremlin.ru/supplement/6281'}]"
"Телефонный разговор Владимира Путина, Александра Лукашенко, Эмомали Рахмона с Ильхамом Алиевым",2025-03-15,15 марта 2025 года,No location,,http://kremlin.ru/events/president/news/76460,[]
Совещание с постоянными членами Совета Безопасности,2025-03-14,14 марта 2025 года,"Московская область, Ново-Огарёво","Владимир
Путин провёл по видеосвязи оперативное совещание с постоянными членами Совета
Безопасности.",http://kremlin.ru/events/president/news/76459,[]
Переговоры с Президентом Венесуэлы Николасом Мадуро,2025-03-14,14 марта 2025 года,"Московская область, Ново-Огарёво","Владимир Путин в режиме видеоконференции провёл переговоры с Президентом
Венесуэлы Николасом Мадуро. Консультации приурочены к 80-летию установления дипломатических
отношений между Россией и Венесуэлой.",http://kremlin.ru/events/president/news/76458,[]
Телефонный разговор с Премьер-министром Армении Николом Пашиняном,2025-03-14,14 марта 2025 года,No location,"По инициативе армянской стороны состоялся телефонный разговор Владимира Путина с Премьер-министром Республики Армения
Николом Пашиняном.",http://kremlin.ru/events/president/news/76457,[]
"Телефонный разговор с Наследным принцем, Председателем Совета министров Саудовской Аравии Мухаммедом Бен Сальманом Аль Саудом",2025-03-13,13 марта 2025 года,No location,"Состоялся
телефонный разговор Владимира Путина с Наследным принцем, Председателем Совета министров Саудовской Аравии Мухаммедом
Бен Сальманом Аль Саудом.",http://kremlin.ru/events/president/news/76452,[]
Совместная пресс-конференция с Президентом Белоруссии Александром Лукашенко,2025-03-13,13 марта 2025 года,"Москва, Кремль",,http://kremlin.ru/events/president/news/76450,"[{'title': 'No title', 'date': None, 'content': 'Совместное заявление Президента Российской Федерации и\xa0Президента Республики Беларусь  13 марта 2025 года     По\xa0приглашению\nПрезидента Российской Федерации В.В.Путина Президент Республики Беларусь\nА.Г.Лукашенко посетил 13\xa0–\xa014\xa0марта 2025\xa0г. Российскую Федерацию с\xa0официальным визитом.Президенты Российской\nФедерации и\xa0Республики Беларусь провели переговоры в\xa0атмосфере дружбы,\nвзаимопонимания и\xa0доверия и, обсудив широкий спектр актуальных\nвопросов двусторонней повестки дня и\xa0перспективные направления дальнейшего\nразвития масштабного российско-белорусского сотрудничества, рассмотрев ход\nвыполнения решений Высшего Государственного Совета Союзного государства по\xa0интеграционному строительству,обменявшись мнениями по\xa0актуальным международным и\xa0региональным проблемам,заявляют о\xa0следующем:Главы государств подтверждают\nсоюзнический характер отношений между Российской Федерацией и\xa0Республикой\nБеларусь и\xa0неизменность курса на\xa0расширение стратегического партнерства во\xa0всех\nсферах в\xa0целях всемерного укрепления двустороннего сотрудничества и\xa0дальнейшего\nуглубления интеграционных процессов на\xa0основе принципов суверенного равенства,\nучета интересов друг друга и\xa0добросовестного выполнения взаимных обязательств.Россия и\xa0Беларусь продолжат\nпоступательно наращивать двустороннее торгово-экономическое и\xa0инвестиционное\nсотрудничество, в\xa0том числе взаимодействие в\xa0сферах промышленной кооперации и\xa0инфраструктурного строительства.Стороны выражают удовлетворение\nинтенсивным характером политического диалога на\xa0высшем и\xa0высоком уровнях, а\xa0также тесным межправительственным и\xa0межведомственным взаимодействием по\xa0всему спектру\nвопросов, представляющих взаимный интерес.Президенты Российской\nФедерации и\xa0Республики Беларусь призывают к\xa0дальнейшему развитию межпарламентских\nи\xa0межпартийных связей, повышению роли Парламентского Собрания Союза России и\xa0Беларуси.Лидеры двух стран\nподдерживают расширение межрегионального и\xa0приграничного сотрудничества, в\xa0том\nчисле ежегодное проведение под эгидой верхних палат парламентов Форума регионов\nРоссии и\xa0Беларуси.Главы государств подчеркивают\nважность расширения гуманитарных связей между братскими народами двух стран, в\xa0том числе в\xa0сферах образования, науки, здравоохранения,\nкультуры и\xa0спорта. В\xa0свете празднования в\xa02025\xa0году 80-летия Победы в\xa0Великой\nОтечественной войне 1941\xa0– 1945\xa0годов особое\nзначение имеют совместные усилия по\xa0борьбе с\xa0героизацией нацизма, фальсификацией\nистории и\xa0патриотическому воспитанию молодежи.Президенты Российской\nФедерации и\xa0Республики Беларусь подтверждают нацеленность на\xa0поступательное\nинтеграционное строительство Союзного государства, актуализацию его нормативно-правовой\nбазы, повышение эффективности работы союзных органов, укрепление экономического\nи\xa0технологического потенциала Союзного государства, формирование общих\nпространств в\xa0социально-экономической, гуманитарной, оборонной, миграционной,\nинформационной и\xa0иных сферах, выравнивание прав и\xa0свобод граждан и\xa0условий\nдеятельности хозяйствующих субъектов двух стран, а\xa0также повышение международного\nавторитета Союзного государства.Стороны продолжат наращивать\nсовместные усилия по\xa0эффективному реагированию на\xa0современные вызовы и\xa0угрозы в\xa0целях укрепления безопасности России и\xa0Беларуси в\xa0рамках общего оборонного\nпространства Союзного государства. Президенты Российской Федерации и\xa0Республики\nБеларусь обменялись грамотами о\xa0ратификации Договора между Российской\nФедерацией и\xa0Республикой Беларусь о\xa0гарантиях безопасности в\xa0рамках Союзного\nгосударства, который после этого вступил в\xa0силу. Главы\nгосударств отмечают, что новые военно-политические реалии создают\nнеобходимость формирования устойчивой системы евразийской безопасности на\xa0основе принципа равной и\xa0неделимой безопасности, и\xa0призывают все страны\nсодействовать выстраиванию такой архитектуры безопасности в\xa0Евразии для решения\nпроблем международного и\xa0регионального развития, в\xa0том числе поддержать их\nсовместную инициативу о\xa0разработке «Евразийской хартии многообразия и\xa0многополярности в\xa0XXI веке».Россия и\xa0Беларусь продолжат осуществлять тесную\nкоординацию, взаимную поддержку, совместное отстаивание и\xa0продвижение общих интересов\nна\xa0международной арене в\xa0соответствии с\xa0Программой согласованных действий в\xa0области внешней политики государств\xa0–\xa0участников Договора о\xa0создании\nСоюзного государства на\xa02024\xa0– 2026\xa0годы.Стороны будут способствовать\nдальнейшему формированию многополярной системы международных отношений,\nоснованной на\xa0добросовестном сотрудничестве государств, взаимном уважении интересов,\nколлективном решении международных проблем, культурно-цивилизационном\nмногообразии, верховенстве международного права в\xa0международных отношениях, центральной роли Организации Объединенных Наций (ООН) в\xa0мировых делах, а\xa0также целях и\xa0принципах Устава ООН во\xa0всей их полноте,\nсовокупности и\xa0взаимосвязи.Российская Федерация и\xa0Республика Беларусь рассматривают\nСодружество Независимых Государств (СНГ) в\xa0качестве эффективного механизма\nсотрудничества по\xa0широкому спектру направлений и\xa0будут прилагать дальнейшие\nусилия для углубления разноуровневых интеграционных связей на\xa0пространстве СНГ.Президенты\nРоссийской Федерации и\xa0Республики Беларусь приветствуют создание Международной\nорганизации по\xa0русскому языку и\xa0подтверждают готовность совместно работать в\xa0целях ее становления в\xa0качестве эффективного инструмента продвижения позиций\nрусского языка в\xa0мире. Стороны\nвыступают за\xa0углубление взаимодействия по\xa0всем направлениям интеграционного\nстроительства в\xa0рамках Евразийского экономического союза (ЕАЭС). Председательство\nБеларуси в\xa0органах ЕАЭС в\xa02025\xa0году направлено на\xa0дальнейшее повышение\nустойчивости экономик государств\xa0–\xa0членов Союза за\xa0счет развития\nпередовых технологий в\xa0промышленности, обеспечения продовольственной\nбезопасности, формирования единого транспортного пространства, взаимодействия в\xa0области цифровых технологий и\xa0сопряжения интеграционного потенциала ЕАЭС с\xa0потенциалом\nдругих международных объединений. Россия разделяет и\xa0поддерживает приоритеты\nпредседательства Беларуси в\xa0органах ЕАЭС.Главы\nгосударств признают ведущую роль Организации Договора о\xa0коллективной\nбезопасности (ОДКБ) в\xa0обеспечении региональной стабильности и\xa0подчеркивают\nнацеленность на\xa0дальнейшее совершенствование системы коллективной безопасности,\nв\xa0том числе в\xa0рамках председательства России в\xa0ОДКБ в\xa02026\xa0году. Стороны будут способствовать\nукреплению потенциала ОДКБ в\xa0борьбе с\xa0международным терроризмом и\xa0экстремизмом,\nнезаконным оборотом наркотиков и\xa0оружия, транснациональной организованной\nпреступностью и\xa0нелегальной миграцией. Подтверждена готовность развивать\nКоллективные силы ОДКБ, координацию оборонных ведомств государств-членов и\xa0механизмы кризисного реагирования, а\xa0также наращивать совместные усилия в\xa0сферах информационной и\xa0биологической безопасности.Россия и\xa0Беларусь рассматривают Шанхайскую организацию сотрудничества (ШОС) как основу\nдля формирования архитектуры равной и\xa0неделимой безопасности в\xa0Евразии. Вступление\nРеспублики Беларусь в\xa0ШОС в\xa02024\xa0году открыло возможности для наращивания\nсовместных усилий в\xa0целях укрепления потенциала объединения, повышения его роли\nв\xa0утверждении многополярного, равноправного и\xa0инклюзивного мироустройства.\nРоссия и\xa0Беларусь будут развивать сотрудничество в\xa0рамках ШОС в\xa0сферах политики, экономики и\xa0гуманитарных связей.Главы государств, приветствуя получение Республикой\nБеларусь в\xa02024\xa0году статуса государства\xa0–\xa0партнера БРИКС,\nдоговорились проводить регулярный обмен мнениями по\xa0вопросам сотрудничества в\xa0рамках\nобъединения и\xa0выстраивать системное взаимодействие с\xa0ним Республики Беларусь.Президенты\nРоссийской Федерации и\xa0Республики Беларусь сохраняют приверженность идее гармонизации\nинтеграционных процессов в\xa0русле инициативы Большого Евразийского партнерства,\nвключая либерализацию торговых отношений, совместное развитие\nтранспортно-логистической инфраструктуры и\xa0других сфер экономического\nсотрудничества.Стороны\nнамерены укреплять координацию в\xa0органах и\xa0структурах ООН, в\xa0том числе в\xa0ее\nГенеральной Ассамблее, для продвижения общих приоритетов и\xa0противодействия\nинициативам, направленным против двух стран. Россия и\xa0Беларусь будут и\xa0дальше\nнаращивать взаимодействие в\xa0рамках Группы друзей в\xa0защиту Устава ООН, в\xa0первую\nочередь в\xa0целях недопущения подмены общепризнанных международно-правовых\nпринципов «порядком, основанным на\xa0правилах» и\xa0совместной борьбы с\xa0современными\nнеоколониальными практиками, включая незаконные односторонние принудительные\nмеры.Россия и\xa0Беларусь продолжат сотрудничество в\xa0целях укрепления\nмеждународного режима нераспространения ядерного оружия. Стороны будут координировать усилия по\xa0обеспечению целостности и\xa0устойчивости Договора\nо\xa0нераспространении ядерного оружия в\xa0свете попыток группы государств Запада использовать его в\xa0собственных политических целях, не\xa0имеющих отношения к\xa0предмету Договора.Россия и\xa0Беларусь, опираясь на\xa0Соглашение между Правительством Российской Федерации и\xa0Правительством\nРеспублики Беларусь о\xa0сотрудничестве в\xa0области обеспечения международной\nинформационной безопасности и\xa0Концепцию информационной безопасности Союзного\nгосударства, подтверждают общность подходов к\xa0обеспечению безопасности\nинформационного пространства Союзного государства и\xa0укреплению его\nтехнологического суверенитета в\xa0целях развития. Стороны предпримут необходимые шаги в\xa0целях\nскорейшего начала работы Медиакомпании Союзного государства, созданной по\xa0решению Высшего Государственного Совета Союзного государства, и\xa0обеспечения\nмаксимальной эффективности ее деятельности.Стороны продолжат\nактивно противодействовать вызовам и\xa0угрозам международного терроризма,\nтрансграничной организованной преступности, торговли людьми и\xa0незаконного оборота\nнаркотических средств, психотропных веществ и\xa0их прекурсоров.Россия\nи\xa0Беларусь осуждают оказание давления в\xa0любой форме (политической, судебной,\nфинансовой или экономической) в\xa0целях принуждения другого государства к\xa0изменению своей политики, которое приводит к\xa0ущербу для этого государства и\xa0тех, кто поддерживает его политический курс, и\xa0подтверждают, что односторонние\nпринудительные меры, принимаемые в\xa0обход резолюций Совета Безопасности ООН\nгосударством, группой или объединением государств, являются незаконными,\nпротиворечат Уставу ООН и\xa0нормам международного права и\xa0не\xa0должны ни\xa0приниматься, ни\xa0признаваться.Стороны\nподтверждают приверженность принципу невмешательства во\xa0внутренние дела\nсуверенных государств и\xa0решительно осуждают намерения отдельных государств и\xa0региональных объединений создавать квазиюридические механизмы для оказания\nдавления на\xa0страны, проводящие независимую внутреннюю и\xa0внешнюю политику.Главы\nгосударств подписали Соглашение между Российской Федерацией и\xa0Республикой\nБеларусь о\xa0мерах по\xa0взаимной защите граждан от\xa0необоснованного преследования\nиностранными государствами и\xa0международными органами юстиции, в\xa0соответствии с\xa0которым\nСтороны намерены совместно бороться с\xa0негативной тенденцией политизации сферы\nмеждународно-правового сотрудничества по\xa0уголовным делам и\xa0содействовать\nукреплению общепризнанных норм международного права, касающихся суверенного\nравенства государств и\xa0вытекающих из\xa0него иммунитетов должностных лиц\nгосударств.Стороны намерены и\xa0далее координировать позиции в\xa0отношении деятельности Организации\nСевероатлантического договора (НАТО) и\xa0ее стран-членов, направленной на\xa0создание\nвызовов и\xa0угроз безопасности и\xa0интересам России и\xa0Беларуси, при необходимости\nпринимая контрмеры политико-дипломатического, военного и\xa0военно-технического\nхарактера.К\xa0наиболее дестабилизирующим действиям стран НАТО, провоцирующим серьезнейшие\nстратегические риски, Стороны относят прежде всего сохраняющиеся враждебные\nшаги в\xa0контексте украинского кризиса, чреватые прямым вооруженным конфликтом\nядерных держав, планы по\xa0развертыванию в\xa0Европе американских ракет средней и\xa0меньшей дальности наземного базирования, наращивание противоракетных\nпотенциалов, формирующих и\xa0подпитывающих европейский сегмент глобальной системы\nпротиворакетной обороны США, размещение военной инфраструктуры и\xa0существенных\nбоевых сил на\xa0рубежах Союзного государства, а\xa0также интенсификацию военной\nдеятельности в\xa0районах соприкосновения, развитие схем и\xa0потенциалов так\nназываемых совместных ядерных миссий НАТО, опирающихся на\xa0развернутое в\xa0Европе\nамериканское ядерное оружие.Главы государств осуждают агрессивно-конфронтационный характер политики\nЕвропейского союза в\xa0отношении России и\xa0Беларуси, вмешательство во\xa0внутренние\nдела обоих государств, применение односторонних санкций, в\xa0том\nчисле экстерриториального характера, в\xa0нарушение Устава ООН, подчеркивают, что такие\nмеры наносят ущерб международному и\xa0устойчивому развитию, и\xa0считают недопустимым\nполитическое давление, оказываемое на\xa0третьи страны посредством нелегитимных\nсанкционных механизмов.Президенты Российской\nФедерации и\xa0Республики Беларусь подтверждают намерение обеспечить эффективную\nреализацию достигнутых договоренностей в\xa0целях дальнейшего углубления\nстратегического партнерства двух государств, содействия их устойчивому развитию\nи\xa0повышению авторитета на\xa0международной арене.Президент Республики\nБеларусь А.Г.Лукашенко поблагодарил Президента Российской Федерации В.В.Путина\nи\xa0российский народ за\xa0теплый прием и\xa0гостеприимство и\xa0пригласил Президента\nРоссийской Федерации В.В.Путина посетить Республику Беларусь с\xa0визитом в\xa0удобное\nдля него время.   Смотрите также  Совместная пресс-конференция с\xa0Президентом Белоруссии Александром Лукашенко 13 марта 2025 года', 'url': 'http://kremlin.ru/supplement/6278'}, {'title': 'No title', 'date': None, 'content': 'Список документов, подписанных в\xa0ходе официального визита Президента Белоруссии А.Г.Лукашенко в\xa0Российскую Федерацию  13 марта 2025 года     1. Совместное заявление\nПрезидента Российской Федерации и\xa0Президента Республики Беларусь2. Соглашение между Российской Федерацией и\xa0Республикой Беларусь о\xa0мерах\nпо\xa0взаимной защите граждан от\xa0необоснованного преследования иностранными\nгосударствами и\xa0международными органами юстиции3. Протокол о\xa0внесении изменений в\xa0Договор между Российской\nФедерацией и\xa0Республикой Беларусь о\xa0равных правах граждан от\xa025\xa0декабря 1998\xa0года4. Протокол об\xa0обмене грамотами о\xa0ратификации Договора между Российской Федерацией и\xa0Республикой Беларусь о\xa0гарантиях безопасности в\xa0рамках Союзного государства* * *5. Соглашение между Правительством Российской Федерации и\xa0Правительством\nРеспублики Беларусь о\xa0сотрудничестве в\xa0сфере интеллектуальной собственности6. Соглашение\nмежду Правительством Российской Федерации и\xa0Правительством Республики Беларусь\nпо\xa0обеспечению равных прав потребителей7. Соглашение\nмежду Федеральной службой государственной регистрации, кадастра и\xa0картографии\n(Российская Федерация) и\xa0Государственным комитетом по\xa0имуществу Республики\nБеларусь о\xa0сотрудничестве в\xa0области обмена информацией в\xa0целях развития\nГеопортала инфраструктуры пространственных данных государств\xa0– участников СНГ   Смотрите также  Совместная пресс-конференция с\xa0Президентом Белоруссии Александром Лукашенко 13 марта 2025 года', 'url': 'http://kremlin.ru/supplement/6279'}]"
